Time,Exchange,ImbType,imbalance_quantity,paired_quantity,reference_price,far_price,near_price,price_variation_indicator,Bid,Ask
9/21/2026 9:29:02 AM,Q,O,-170058,1253041,231.94,226.5,227.39,1,0,0
9/21/2026 9:29:03 AM,Q,O,-169697,1253402,231.94,226.5,227.57,1,0,0
9/21/2026 9:29:04 AM,Q,O,-169317,1253782,231.94,226.5,227.57,1,0,0
9/21/2026 9:29:05 AM,Q,O,-169097,1254002,231.94,226.5,227.68,1,0,0
9/21/2026 9:29:06 AM,Q,O,-168857,1254242,231.94,226.5,227.72,1,0,0
9/21/2026 9:29:07 AM,Q,O,-168057,1255042,231.96,226.5,227.75,1,0,0
9/21/2026 9:29:08 AM,Q,O,-167157,1255942,231.94,226.5,227.83,1,0,0
9/21/2026 9:29:09 AM,Q,O,-162418,1260681,231.81,226.5,227.88,1,0,0
9/21/2026 9:29:10 AM,Q,O,-159968,1263131,231.82,226.5,227.95,1,0,0
9/21/2026 9:29:11 AM,Q,O,-163087,1260012,231.94,226.5,228,1,0,0
9/21/2026 9:29:12 AM,Q,O,-158464,1264635,231.81,226.5,228,1,0,0
9/21/2026 9:29:13 AM,Q,O,-158444,1264655,231.81,226.53,228,1,0,0
9/21/2026 9:29:14 AM,Q,O,-158404,1264695,231.81,226.58,228,1,0,0
9/21/2026 9:29:15 AM,Q,O,-127091,1295808,231.34,227.18,228,1,0,0
9/21/2026 9:29:16 AM,Q,O,-124517,1298382,231.36,227.39,228.03,1,0,0
9/21/2026 9:29:17 AM,Q,O,-124517,1298382,231.36,227.39,228.03,1,0,0
9/21/2026 9:29:18 AM,Q,O,-115567,1307332,231.36,228,228.28,1,0,0
9/21/2026 9:29:19 AM,Q,O,-115237,1307662,231.36,228,228.33,1,0,0
9/21/2026 9:29:20 AM,Q,O,-114277,1308622,231.36,228,228.48,1,0,0
9/21/2026 9:29:21 AM,Q,O,-114277,1308622,231.36,228,228.48,1,0,0
9/21/2026 9:29:22 AM,Q,O,-98826,1324073,231.35,228.63,229.13,L,0,0
9/21/2026 9:29:23 AM,Q,O,-101352,1321547,231.52,228.67,229.17,1,0,0
9/21/2026 9:29:24 AM,Q,O,-119910,1302989,231.76,228.67,229.17,1,0,0
9/21/2026 9:29:25 AM,Q,O,-94241,1328658,231.52,228.99,229.37,L,0,0
9/21/2026 9:29:26 AM,Q,O,-83391,1339508,231.52,229.5,229.86,L,0,0
9/21/2026 9:29:27 AM,Q,O,-109261,1313638,231.77,229.53,229.88,L,0,0
9/21/2026 9:29:28 AM,Q,O,-38463,1384436,231.6,231.05,231.05,L,0,0
9/21/2026 9:29:29 AM,Q,O,-36737,1386162,231.6,231.05,231.11,L,0,0
9/21/2026 9:29:30 AM,Q,O,-28567,1394332,231.49,231.11,231.11,L,0,0
9/21/2026 9:29:31 AM,Q,O,-26513,1396386,231.53,231.11,231.11,L,0,0
9/21/2026 9:29:32 AM,Q,O,-17266,1405633,231.29,231.11,231.11,L,0,0
9/21/2026 9:29:33 AM,Q,O,-27739,1395160,231.6,231.11,231.11,L,0,0
9/21/2026 9:29:34 AM,Q,O,-22275,1400624,231.41,231.11,231.11,L,0,0
